,City,Colors Reported,Shape Reported,State,Time
15934,Miami,,LIGHT,FL,2000-02-19 14:18:00
15935,Wilmington,,TRIANGLE,OH,2000-02-19 18:24:00
15936,Seatac,,LIGHT,WA,2000-02-19 19:05:00
15937,Los Banos,,OTHER,CA,2000-02-19 21:15:00
15938,Dallardsville,,VARIOUS,TX,2000-02-19 22:30:00
15939,Tacoma,GREEN,VARIOUS,WA,2000-02-19 23:00:00
15940,Malo,,FIREBALL,WA,2000-02-19 23:45:00
15941,Molson,RED GREEN BLUE,FIREBALL,WA,2000-02-19 23:45:00
15942,Athens,,CYLINDER,OH,2000-02-20 13:04:00
15943,Orlando,,OVAL,FL,2000-02-20 18:00:00
15944,Gresham,RED,,WI,2000-02-20 21:45:00
15945,Cottage Grove,,FORMATION,OR,2000-02-20 22:30:00
15946,Lodi,,OTHER,CA,2000-02-21 18:00:00
15947,Corvallis,ORANGE GREEN,FIREBALL,OR,2000-02-21 19:43:00
15948,Klamath Falls,RED,FIREBALL,OR,2000-02-21 19:43:00
15949,Orland Park,,FIREBALL,IL,2000-02-21 20:00:00
15950,Tupelo,,CYLINDER,MS,2000-02-21 20:40:00
15951,Los Altos Hills,,DISK,CA,2000-02-21 21:45:00
15952,Prescott Valley,,CYLINDER,AZ,2000-02-22 06:00:00
15953,Prescott Valley,ORANGE,CYLINDER,AZ,2000-02-22 06:00:00
15954,Prescott Valley,ORANGE,CYLINDER,AZ,2000-02-22 06:00:00
15955,Ogden,BLUE,LIGHT,UT,2000-02-22 19:00:00
15956,Kenai,,CONE,AK,2000-02-23 08:18:00
15957,Ridgecrest,,CIGAR,CA,2000-02-23 17:00:00
15958,Wrightsville,,TRIANGLE,GA,2000-02-23 22:55:00
15959,Huntsville,GREEN,DISK,AL,2000-02-24 01:15:00
15960,O'Brien,YELLOW,LIGHT,FL,2000-02-24 20:30:00
15961,Tallahassee,ORANGE,TRIANGLE,FL,2000-02-24 20:30:00
15962,Hollywood,,LIGHT,CA,2000-02-24 23:00:00
15963,Vandalia,,LIGHT,OH,2000-02-26 02:00:00
15964,Tonawanda,,EGG,NY,2000-02-26 06:29:00
15965,New York City,RED,DISK,NY,2000-02-26 10:00:00
15966,Durham,,CIRCLE,NC,2000-02-26 17:18:00
15967,McClave,ORANGE,LIGHT,CO,2000-02-26 19:20:00
15968,Goshen,,LIGHT,IN,2000-02-26 23:30:00
15969,Chicago,RED ORANGE,TRIANGLE,IL,2000-02-27 19:30:00
15970,Bloomington,,CIGAR,IN,2000-02-27 21:15:00
15971,Portland,,,OR,2000-02-27 23:00:00
15972,Virginia Beach,,CHEVRON,VA,2000-02-28 05:15:00
15973,Lehigh Acres,,LIGHT,FL,2000-02-28 11:00:00
15974,Olancha,,SPHERE,CA,2000-02-28 14:00:00
15975,Walworth,ORANGE,CIRCLE,WI,2000-02-28 19:30:00
15976,Charlestown,,LIGHT,RI,2000-02-28 21:30:00
15977,Hawaii's Volcano National Park,,SPHERE,HI,2000-02-29 13:35:00
15978,Las Vegas,,SPHERE,NM,2000-02-29 20:45:00
15979,New Haven,,LIGHT,MI,2000-02-29 21:50:00
15980,Tumwater,,EGG,WA,2000-02-29 22:00:00
15981,Antioch,ORANGE,LIGHT,CA,2000-02-29 22:40:00
15982,Hawthorne,,,NV,2000-03-01 00:00:00
15983,Pineville,,TRIANGLE,WV,2000-03-01 00:30:00
15984,Coram,,LIGHT,NY,2000-03-01 04:45:00
15985,Tucson,,OTHER,AZ,2000-03-01 14:00:00
15986,Fountain Valley,,LIGHT,CA,2000-03-01 17:00:00
15987,Sterling,,RECTANGLE,CO,2000-03-01 19:00:00
15988,Venice,,FIREBALL,FL,2000-03-01 20:00:00
15989,Lake Pontchartrain,,TRIANGLE,LA,2000-03-01 21:00:00
15990,Springfield,,CHEVRON,OH,2000-03-01 21:00:00
15991,Houston,,DISK,TX,2000-03-01 23:00:00
15992,Oskaloosa,,CHEVRON,IA,2000-03-01 23:00:00
15993,Memphis,,FORMATION,TN,2000-03-02 01:15:00
15994,Alhambra Golf Course,,FORMATION,CA,2000-03-02 13:00:00
15995,Springfield,,,MO,2000-03-02 19:00:00
15996,Paterson,,LIGHT,NJ,2000-03-02 22:45:00
15997,Pearl River,,OVAL,NY,2000-03-02 23:42:00
15998,Grove City,RED,TRIANGLE,OH,2000-03-03 01:15:00
15999,Longwood,,LIGHT,FL,2000-03-03 04:00:00
16000,Boone,BLUE,OVAL,IA,2000-03-03 19:55:00
16001,Prescott Valley,,CIRCLE,AZ,2000-03-03 20:00:00
16002,Ogden,,LIGHT,UT,2000-03-03 22:20:00
16003,Kansas City,,SPHERE,MI,2000-03-04 18:40:00
16004,Miami,,SPHERE,FL,2000-03-05 03:40:00
16005,Rockford,,OTHER,IL,2000-03-05 20:27:00
16006,Quincy,,LIGHT,IL,2000-03-05 21:45:00
16007,Kenosha,,VARIOUS,WI,2000-03-05 23:33:00
16008,Salt Lake City,RED BLUE,OVAL,UT,2000-03-06 03:30:00
16009,Ocean Shores,,TRIANGLE,WA,2000-03-06 04:30:00
16010,Irvine,,SPHERE,CA,2000-03-06 16:30:00
16011,Silver Spring,,OTHER,MD,2000-03-06 19:55:00
16012,Roland,,DISK,OK,2000-03-06 22:00:00
16013,Hugo,BLUE,LIGHT,MN,2000-03-06 22:20:00
16014,Venice,,OVAL,FL,2000-03-07 07:00:00
16015,Harrisonville,,OTHER,MO,2000-03-07 19:00:00
16016,Gaithersburg,YELLOW,FORMATION,MD,2000-03-07 19:20:00
16017,Kansas City,,CIRCLE,MO,2000-03-07 19:45:00
16018,Corry,BLUE,,PA,2000-03-07 20:15:00
16019,Severna Park,,CIGAR,MD,2000-03-07 20:50:00
16020,Fresno,,FORMATION,CA,2000-03-07 22:00:00
16021,Gulf Breeze,,FIREBALL,FL,2000-03-07 22:00:00
16022,Magna,,DISK,UT,2000-03-08 05:37:00
16023,Silver Spring Twp.,,OVAL,PA,2000-03-08 13:00:00
16024,Fort Smith,,OVAL,AR,2000-03-09 17:05:00
16025,Fallbrook,,CIRCLE,CA,2000-03-09 18:30:00
16026,Portland,,LIGHT,ME,2000-03-09 18:35:00
16027,Memphis,,FIREBALL,AR,2000-03-09 19:00:00
16028,Powhatan,,FIREBALL,VA,2000-03-09 19:00:00
16029,Fort Myers,,LIGHT,FL,2000-03-09 19:15:00
16030,Vassalboro,,OTHER,ME,2000-03-09 19:45:00
16031,Buffalo,RED,FIREBALL,MO,2000-03-09 20:15:00
16032,Eureka Springs,,FIREBALL,AR,2000-03-09 20:25:00
16033,Conway,ORANGE GREEN,FIREBALL,AR,2000-03-09 20:30:00
16034,Houston,,TRIANGLE,TX,2000-03-09 20:30:00
16035,Timbo,,SPHERE,AR,2000-03-09 20:30:00
16036,Timbo,,SPHERE,AR,2000-03-09 20:30:00
16037,Fredericksburg,ORANGE GREEN,FIREBALL,VA,2000-03-09 20:45:00
16038,Olive Branch,ORANGE,FIREBALL,MS,2000-03-09 20:45:00
16039,Smyrna,,FIREBALL,TN,2000-03-09 20:45:00
16040,Little Rock,,LIGHT,AR,2000-03-09 21:00:00
16041,Sallisaw,,FIREBALL,OK,2000-03-09 21:00:00
16042,Elmira,,DISK,NY,2000-03-09 21:20:00
16043,Springfield,,,IL,2000-03-09 21:30:00
16044,Lonoke,,LIGHT,AR,2000-03-09 22:00:00
16045,Mountain Home,,FIREBALL,AR,2000-03-09 22:09:00
16046,Rockford,,LIGHT,IL,2000-03-10 00:00:00
16047,Atlanta,,DISK,GA,2000-03-10 03:00:00
16048,Ephrata,,OTHER,WA,2000-03-10 04:00:00
16049,Price,,LIGHT,UT,2000-03-10 18:00:00
16050,Freedom,,LIGHT,ME,2000-03-10 19:20:00
16051,Rockford,,DIAMOND,IL,2000-03-10 20:58:00
16052,Rockford,,LIGHT,IL,2000-03-10 21:15:00
16053,Duncansville,,TRIANGLE,PA,2000-03-10 21:43:00
16054,,GREEN,,FL,2000-03-11 03:30:00
16055,Mobile,,TRIANGLE,AL,2000-03-11 12:30:00
16056,Houston,,SPHERE,TX,2000-03-11 16:30:00
16057,Citrus Heights,,CIRCLE,CA,2000-03-11 19:00:00
16058,Fair Oaks,RED,LIGHT,CA,2000-03-11 19:04:00
16059,Orangevale,,FIREBALL,CA,2000-03-11 19:45:00
16060,Gold Bar,GREEN,SPHERE,WA,2000-03-11 21:00:00
16061,Santa Barbara,,TRIANGLE,CA,2000-03-11 21:00:00
16062,Dover,,TRIANGLE,AR,2000-03-11 21:20:00
16063,Las Vegas,,OVAL,NV,2000-03-11 21:30:00
16064,Gold Bar,,LIGHT,WA,2000-03-11 21:45:00
16065,Buckeye,,,AZ,2000-03-11 22:45:00
16066,Coral Springs,RED,OTHER,FL,2000-03-12 00:00:00
16067,Ocala,,TRIANGLE,FL,2000-03-12 00:19:00
16068,Simi Valley,,FIREBALL,CA,2000-03-12 01:19:00
16069,Sunland,ORANGE,LIGHT,CA,2000-03-12 01:30:00
16070,Encino,BLUE,SPHERE,CA,2000-03-12 01:45:00
16071,Seattle,,CIGAR,WA,2000-03-12 08:00:00
16072,Marquette,,OVAL,MI,2000-03-12 13:30:00
16073,Sedona,,OTHER,AZ,2000-03-12 15:00:00
16074,Falconer,,TRIANGLE,NY,2000-03-12 19:35:00
16075,Escondido,,LIGHT,CA,2000-03-12 20:37:00
16076,Arkansas,,CIRCLE,AR,2000-03-12 21:10:00
16077,Plymouth Borough,,CROSS,PA,2000-03-12 23:00:00
16078,Jacksonville,,LIGHT,FL,2000-03-13 00:30:00
16079,Seattle,,DIAMOND,WA,2000-03-13 11:51:00
16080,Torrance,,,CA,2000-03-13 13:00:00
16081,Healdsburg,,RECTANGLE,CA,2000-03-13 17:00:00
16082,San Jose,BLUE,LIGHT,CA,2000-03-13 20:00:00
16083,Charleston,,CIRCLE,SC,2000-03-13 21:00:00
16084,Clarinda,,LIGHT,IA,2000-03-13 21:40:00
16085,New York City,,,NY,2000-03-14 04:50:00
16086,Scotts Valley,,FORMATION,CA,2000-03-14 16:35:00
16087,Ionia,,DIAMOND,MI,2000-03-14 21:00:00
16088,Indianapolis,,CYLINDER,IN,2000-03-14 22:30:00
16089,Imperial Beach,,LIGHT,CA,2000-03-15 01:00:00
16090,Merritt Island,,SPHERE,FL,2000-03-15 03:00:00
16091,Winthrop,,VARIOUS,MA,2000-03-15 06:39:00
16092,Pine Bush,,OTHER,NY,2000-03-15 08:30:00
16093,Utica,,DISK,NY,2000-03-15 14:00:00
16094,Blue Springs,,VARIOUS,MO,2000-03-15 14:46:00
16095,Aguilar,,RECTANGLE,CO,2000-03-15 15:00:00
16096,Boulder,,DIAMOND,CO,2000-03-15 16:30:00
16097,Okeechobee,,RECTANGLE,GA,2000-03-15 17:00:00
16098,Yelm,BLUE,DISK,WA,2000-03-15 19:30:00
16099,Riverside,,LIGHT,CA,2000-03-15 20:45:00
16100,Bakersville,,LIGHT,NC,2000-03-15 21:15:00
16101,New Philadelphia,,LIGHT,OH,2000-03-15 22:00:00
16102,Portland,,OVAL,OR,2000-03-15 23:00:00
16103,Owaneco,,,IL,2000-03-15 23:27:00
16104,Moab,,DISK,UT,2000-03-16 03:30:00
16105,Houston,,SPHERE,TX,2000-03-16 09:00:00
16106,Omaha,,CIGAR,NE,2000-03-16 13:05:00
16107,Anza,,LIGHT,CA,2000-03-16 17:15:00
16108,Thousand Oaks,,TRIANGLE,CA,2000-03-17 00:26:00
16109,Vancouver,,,WA,2000-03-17 03:15:00
16110,San Antonio,,TRIANGLE,TX,2000-03-17 04:00:00
16111,Memphis,,DIAMOND,TN,2000-03-17 10:15:00
16112,Everett,,LIGHT,WA,2000-03-18 20:20:00
16113,Pembroke,RED,,MA,2000-03-18 22:00:00
16114,Palm Desert,,LIGHT,CA,2000-03-18 22:30:00
16115,Las Vegas,,OVAL,NV,2000-03-18 23:45:00
16116,Lacey,RED BLUE,CROSS,WA,2000-03-19 08:10:00
16117,Albuquerque,,OVAL,NM,2000-03-19 09:05:00
16118,Tucson,,LIGHT,AZ,2000-03-19 21:00:00
16119,San Francisco,,FIREBALL,CA,2000-03-19 21:30:00
16120,Reisterstown,,,MD,2000-03-19 22:30:00
16121,Pasadena,,TRIANGLE,CA,2000-03-19 23:35:00
16122,Calhoun,,OTHER,GA,2000-03-20 13:00:00
16123,Fort Meade,,FIREBALL,MD,2000-03-20 21:00:00
16124,Elko,,FIREBALL,NV,2000-03-20 22:00:00
16125,Mt. Pocono,,OTHER,PA,2000-03-20 22:45:00
16126,Dickson,,CYLINDER,TN,2000-03-21 14:45:00
16127,Mattawan,,TRIANGLE,MI,2000-03-21 19:30:00
16128,Duluth,,,MN,2000-03-21 21:00:00
16129,St. Cloud,,CIRCLE,FL,2000-03-21 21:00:00
16130,East Springfield,,LIGHT,PA,2000-03-21 22:05:00
16131,Bonnie Spring,,FIREBALL,NV,2000-03-22 11:00:00
16132,Lake Forest,ORANGE,LIGHT,CA,2000-03-22 20:05:00
16133,St Clair Shores,,TRIANGLE,MI,2000-03-22 20:30:00
16134,Tuscaloosa,,FORMATION,AL,2000-03-22 21:40:00
16135,Norridgewock,,RECTANGLE,ME,2000-03-23 02:15:00
16136,Sioux Falls,,DIAMOND,SD,2000-03-23 18:00:00
16137,Fullerton,,TEARDROP,CA,2000-03-23 19:15:00
16138,Providence,ORANGE,RECTANGLE,RI,2000-03-23 19:30:00
16139,Somerset,RED,OTHER,OH,2000-03-23 19:30:00
16140,Lake City,BLUE,TRIANGLE,TN,2000-03-24 00:30:00
16141,Syracuse,BLUE,LIGHT,NY,2000-03-24 03:15:00
16142,Beaverton,,DISK,OR,2000-03-24 13:35:00
16143,Ionia,,OVAL,MI,2000-03-24 18:00:00
16144,Southport,,FIREBALL,NC,2000-03-24 18:30:00
16145,Saginaw,,FIREBALL,MI,2000-03-24 19:45:00
16146,Woodbury,,,NY,2000-03-24 20:27:00
16147,Des Moines,,FIREBALL,IA,2000-03-25 00:45:00
16148,The Woodlands,,,TX,2000-03-25 18:00:00
16149,Huron,,FLASH,KS,2000-03-25 22:00:00
16150,Lompoc,,CIRCLE,CA,2000-03-25 22:00:00
16151,Pittsburgh,,TRIANGLE,PA,2000-03-26 22:45:00
16152,Bella Vista,,VARIOUS,CA,2000-03-27 01:10:00
16153,Ann Arbor,,LIGHT,MI,2000-03-27 18:00:00
16154,Santa Cruz,,CIGAR,CA,2000-03-27 20:00:00
16155,Mexico Beach,,CIRCLE,FL,2000-03-27 21:40:00
16156,Elk,RED GREEN BLUE,LIGHT,CA,2000-03-27 23:20:00
16157,Prescott Valley,RED,CIRCLE,AZ,2000-03-28 00:00:00
16158,Summer Lake,RED ORANGE,SPHERE,OR,2000-03-28 07:45:00
16159,Miami,,CIRCLE,FL,2000-03-28 15:00:00
16160,Centreville,,CIRCLE,VA,2000-03-28 15:45:00
16161,Bouse,,LIGHT,AZ,2000-03-28 21:00:00
16162,Fort. Deposit,,TRIANGLE,AL,2000-03-28 21:15:00
16163,Corinth,,OTHER,TX,2000-03-28 22:20:00
16164,Hammond,,LIGHT,LA,2000-03-28 22:40:00
16165,Belton,,VARIOUS,SC,2000-03-29 00:00:00
16166,Steamboat,,OVAL,NV,2000-03-29 00:00:00
16167,Aberdeen,,VARIOUS,OH,2000-03-29 03:00:00
16168,Treasure Island,,CIRCLE,FL,2000-03-29 14:30:00
16169,Reno,YELLOW BLUE,CIRCLE,NV,2000-03-29 20:00:00
16170,Atlanta,,LIGHT,GA,2000-03-29 20:20:00
16171,Munising,,TRIANGLE,MI,2000-03-29 22:30:00
16172,Hooker,ORANGE,CIRCLE,OK,2000-03-30 03:30:00
16173,Phoenix,,FLASH,AZ,2000-03-30 12:25:00
16174,Phoenix,,LIGHT,AZ,2000-03-30 18:50:00
16175,Gilbert,RED,CIRCLE,AZ,2000-03-30 18:52:00
16176,Newton,,LIGHT,MA,2000-03-30 22:00:00
16177,Angelica,,FIREBALL,NY,2000-03-30 23:30:00
16178,Charlestown,ORANGE,DISK,RI,2000-03-31 05:05:00
16179,West,,LIGHT,TX,2000-03-31 09:40:00
16180,West Nyack,,OTHER,NY,2000-03-31 14:00:00
16181,Westchester,,CIRCLE,CA,2000-03-31 14:00:00
16182,Bristol,,,CT,2000-03-31 21:45:00
16183,Philadelphia,,CIRCLE,PA,2000-03-31 23:30:00
16184,Lake Havasu City,RED,LIGHT,AZ,2000-04-01 05:20:00
16185,Evansville,,SPHERE,IN,2000-04-01 06:28:00
16186,Mission Viejo,,FORMATION,CA,2000-04-01 13:00:00
16187,Elizabethtown,,DISK,KY,2000-04-01 16:00:00
16188,Chicago,,SPHERE,IL,2000-04-01 17:50:00
16189,Del Mar,ORANGE,FORMATION,CA,2000-04-01 19:00:00
16190,Huntington Beach,RED,LIGHT,CA,2000-04-01 21:00:00
16191,Dallas,RED GREEN BLUE,,TX,2000-04-01 21:30:00
16192,Copemish,,CIRCLE,MI,2000-04-01 21:50:00
16193,Los Alamos,,,NM,2000-04-01 22:00:00
16194,Young City,,DISK,TX,2000-04-01 22:15:00
16195,Indianapolis,,TRIANGLE,IN,2000-04-02 03:00:00
16196,Fremont,,,IA,2000-04-02 14:00:00
16197,Fairbanks,,OVAL,AK,2000-04-02 18:00:00
16198,Fort Wayne,,OVAL,IN,2000-04-04 02:00:00
16199,Sedillo Hill,RED,LIGHT,NM,2000-04-04 05:20:00
16200,Clearwater,,OTHER,FL,2000-04-04 16:30:00
16201,Bouse,,LIGHT,AZ,2000-04-04 21:05:00
16202,Hazelwood,,CYLINDER,MO,2000-04-05 18:30:00
16203,Baton Rouge,,LIGHT,LA,2000-04-05 20:00:00
16204,Ocean City,RED BLUE,DISK,MD,2000-04-05 22:00:00
16205,Perris,,CIRCLE,CA,2000-04-06 14:00:00
16206,Seagoville,,CIRCLE,TX,2000-04-06 15:28:00
16207,Glendale,,CIRCLE,AZ,2000-04-06 16:00:00
16208,Chattanooga,,OTHER,TN,2000-04-06 20:00:00
16209,Highlands,GREEN,,NJ,2000-04-06 20:00:00
16210,Tehachapi,RED,LIGHT,CA,2000-04-06 20:00:00
16211,Tuckerton,,SPHERE,NJ,2000-04-06 20:34:00
16212,Arlington,ORANGE GREEN,LIGHT,TX,2000-04-06 20:35:00
16213,San Antonio,,LIGHT,TX,2000-04-06 21:08:00
16214,"Des Moines--4 blocks east of the Marina, Wash",,OVAL,WA,2000-04-07 05:26:00
16215,Streetsboro,,,OH,2000-04-07 21:30:00
16216,Vero Beach,,DIAMOND,FL,2000-04-08 01:30:00
16217,Seattle,,EGG,WA,2000-04-08 18:00:00
16218,Seattle,,EGG,WA,2000-04-08 18:35:00
16219,Menifee,ORANGE GREEN,FIREBALL,CA,2000-04-09 01:10:00
16220,Oceanside,GREEN,FIREBALL,CA,2000-04-09 01:10:00
16221,Newport Coast,,FIREBALL,CA,2000-04-09 01:11:00
16222,Santa Barbara,GREEN,FIREBALL,CA,2000-04-09 01:11:00
16223,Richmond,,CIRCLE,IN,2000-04-09 01:30:00
16224,Hot Springs,,CIGAR,AR,2000-04-09 16:30:00
16225,Temple City,,LIGHT,CA,2000-04-09 20:00:00
16226,Schuyler County area,RED,OVAL,IL,2000-04-09 22:30:00
16227,Springfield,RED,OVAL,IL,2000-04-09 22:30:00
16228,Sunflower,,TRIANGLE,AZ,2000-04-10 00:00:00
16229,Fresno,,CHEVRON,CA,2000-04-10 08:13:00
16230,South Whitley,,OTHER,IN,2000-04-10 10:00:00
16231,Greers Ferry,,,GA,2000-04-10 18:00:00
16232,Owls Head,,DIAMOND,ME,2000-04-10 23:00:00
16233,Tonasket,,LIGHT,WA,2000-04-11 05:10:00
16234,Fayetteville,,LIGHT,AR,2000-04-12 19:30:00
16235,West Palm Beach,,CIRCLE,FL,2000-04-12 20:50:00
16236,Eugene,,LIGHT,OR,2000-04-12 20:58:00
16237,Alamo Lake State Park,ORANGE,,AZ,2000-04-12 21:45:00
16238,Antioch,ORANGE,LIGHT,CA,2000-04-13 05:30:00
16239,Waite Park,,LIGHT,MN,2000-04-13 20:00:00
16240,Texarkana,,OTHER,TX,2000-04-13 21:30:00
16241,Eugene,ORANGE,SPHERE,OR,2000-04-13 22:30:00
16242,Pittsburgh,,TRIANGLE,PA,2000-04-13 22:30:00
16243,San Luis Obispo,,OVAL,CA,2000-04-14 03:00:00
16244,Newfields,,,NH,2000-04-14 03:27:00
16245,Montauk,,DISK,NY,2000-04-14 03:42:00
16246,East Killingly,RED,DISK,CT,2000-04-14 21:00:00
16247,New Haven,RED,,CT,2000-04-14 21:45:00
16248,Gulf of Mexico,,SPHERE,FL,2000-04-15 02:00:00
16249,Hayden,,LIGHT,ID,2000-04-15 04:00:00
16250,Phoenix,,VARIOUS,AZ,2000-04-15 12:25:00
16251,Gig Harbor,,DISK,WA,2000-04-15 13:45:00
16252,Tokeland,,,WA,2000-04-15 15:00:00
16253,Torrance,,DISK,CA,2000-04-15 15:35:00
16254,Beatty,,FORMATION,NV,2000-04-15 22:00:00
16255,Meraux,,RECTANGLE,LA,2000-04-15 22:00:00
16256,San Diego,,FORMATION,CA,2000-04-15 22:00:00
16257,Sedona,YELLOW,SPHERE,AZ,2000-04-15 23:00:00
16258,Prescott Valley,RED,SPHERE,AZ,2000-04-15 23:45:00
16259,Santee,,LIGHT,CA,2000-04-16 01:30:00
16260,Albuquerque,,RECTANGLE,NM,2000-04-16 10:25:00
16261,New York City,,DISK,NY,2000-04-16 12:00:00
16262,San Diego,,CYLINDER,CA,2000-04-16 14:00:00
16263,Sanibel Island,,,FL,2000-04-16 19:40:00
16264,Omaha,,FIREBALL,NE,2000-04-16 20:00:00
16265,Forest Grove,,CONE,OR,2000-04-17 02:00:00
16266,Tulsa,,CIGAR,OK,2000-04-17 06:15:00
16267,Los Angeles,,SPHERE,CA,2000-04-17 16:00:00
16268,Sultan,,LIGHT,WA,2000-04-17 19:20:00
16269,Santa Fe,YELLOW,CYLINDER,NM,2000-04-17 20:00:00
16270,Antioch,ORANGE,FIREBALL,CA,2000-04-17 22:30:00
16271,Corvallis,,FIREBALL,OR,2000-04-17 22:54:00
16272,Arizona,YELLOW,CIRCLE,AZ,2000-04-18 00:00:00
16273,Tacoma,,OTHER,WA,2000-04-18 11:32:00
16274,Cottonwood,,CYLINDER,AZ,2000-04-18 19:00:00
16275,Cocoa Beach,BLUE,CYLINDER,FL,2000-04-18 22:00:00
16276,Arroyo Seco,,LIGHT,CA,2000-04-19 13:30:00
16277,Jellico,,DISK,TN,2000-04-19 18:15:00
16278,Alabaster,,EGG,AL,2000-04-19 19:10:00
16279,Culver City,,LIGHT,CA,2000-04-19 20:20:00
16280,Delray Beach,,CHEVRON,FL,2000-04-19 23:09:00
16281,Chicago,,OTHER,IL,2000-04-19 23:50:00
16282,Palm Desert,,CIGAR,CA,2000-04-20 05:38:00
16283,Austin,,FIREBALL,TX,2000-04-20 17:00:00
16284,Burlington Township,,TRIANGLE,IL,2000-04-20 19:00:00
16285,Tonasket,,LIGHT,WA,2000-04-20 19:55:00
16286,Santa Clara,ORANGE,EGG,CA,2000-04-20 21:05:00
16287,Magna,ORANGE,LIGHT,UT,2000-04-20 21:23:00
16288,Clearfield,,CIRCLE,UT,2000-04-20 21:35:00
16289,Clearfield,,FORMATION,UT,2000-04-20 21:35:00
16290,Joshua,,,TX,2000-04-20 22:30:00
16291,Redlands,RED,,CA,2000-04-20 23:00:00
16292,Rockport,,OVAL,MA,2000-04-20 23:00:00
16293,Harrison,,CYLINDER,AR,2000-04-21 17:00:00
16294,Marion,,DISK,IN,2000-04-21 22:00:00
16295,Healdsburg,,TRIANGLE,CA,2000-04-21 23:15:00
16296,Manitowoc,,LIGHT,WI,2000-04-22 01:23:00
16297,Piqua,,,OH,2000-04-22 15:00:00
16298,Sullivan,,CIGAR,MO,2000-04-22 17:15:00
16299,Birmingham,,VARIOUS,AL,2000-04-22 22:00:00
16300,Victor,,FIREBALL,IA,2000-04-22 22:20:00
16301,Lake Charles,,TRIANGLE,LA,2000-04-22 23:15:00
16302,Burke,,DISK,VA,2000-04-22 23:30:00
16303,Las Vegas,,CIRCLE,NV,2000-04-23 01:30:00
16304,Nevada,,DISK,NV,2000-04-23 18:40:00
16305,Riverside,,LIGHT,CA,2000-04-23 21:00:00
16306,Arivaca,,OTHER,AZ,2000-04-23 22:00:00
16307,Eugene,,DISK,OR,2000-04-23 23:00:00
16308,Merrillville,,TRIANGLE,IN,2000-04-24 00:15:00
16309,Palmetto,,TRIANGLE,GA,2000-04-24 00:20:00
16310,San Jose,,SPHERE,CA,2000-04-24 18:08:00
16311,Tulsa,,FIREBALL,OK,2000-04-24 19:52:00
16312,Venice,RED BLUE,DIAMOND,CA,2000-04-24 20:00:00
16313,Chino Hills,GREEN,CIRCLE,CA,2000-04-24 22:30:00
16314,Cincinnati,,EGG,OH,2000-04-24 22:30:00
16315,Eagle River,RED,LIGHT,AK,2000-04-24 23:15:00
16316,Great Falls,,,MT,2000-04-24 23:30:00
16317,Wheaton,,CIRCLE,MD,2000-04-25 00:30:00
16318,Wood Dale,,OTHER,IL,2000-04-25 02:10:00
16319,Grand Rapids,,,MI,2000-04-25 21:25:00
16320,Kankakee,RED GREEN,CIRCLE,IL,2000-04-25 21:30:00
16321,Carrollton,,FORMATION,TX,2000-04-25 23:15:00
16322,San Rafael,,LIGHT,CA,2000-04-25 23:30:00
16323,Bolingbrook,,OVAL,IL,2000-04-26 21:30:00
16324,Palm Springs,,TRIANGLE,CA,2000-04-27 09:15:00
16325,Orlando,,OTHER,FL,2000-04-27 12:30:00
16326,Lewiston,ORANGE,LIGHT,ME,2000-04-27 13:00:00
16327,Coos Bay,,LIGHT,OR,2000-04-27 18:04:00
16328,Dallas,,LIGHT,TX,2000-04-27 20:40:00
16329,Prescott Valley,,CIRCLE,AZ,2000-04-27 22:00:00
16330,Hot Springs,,CIGAR,AR,2000-04-27 22:15:00
16331,Plano,,TRIANGLE,TX,2000-04-27 23:38:00
16332,Grants Pass,,CIRCLE,OR,2000-04-28 04:30:00
16333,Seattle,,FIREBALL,WA,2000-04-28 21:00:00
16334,Wheeling,,TRIANGLE,WV,2000-04-28 21:00:00
16335,Seattle,,DISK,WA,2000-04-28 22:05:00
16336,Federal Way,,CIGAR,WA,2000-04-28 22:07:00
16337,Federal Way,BLUE,CIGAR,WA,2000-04-28 22:07:00
16338,Seattle,GREEN,LIGHT,WA,2000-04-28 22:07:00
16339,Seattle,,OTHER,WA,2000-04-28 22:10:00
16340,Bossier City,,CHEVRON,LA,2000-04-28 22:28:00
16341,Des Moines,,,IA,2000-04-28 23:15:00
16342,Santa Maria,RED GREEN BLUE,OVAL,CA,2000-04-29 19:00:00
16343,Wittmann,,FLASH,AZ,2000-04-29 20:30:00
16344,Floral Park,,DISK,NY,2000-04-29 22:29:00
16345,Ogden,RED,CIRCLE,UT,2000-04-29 22:30:00
16346,Raccoon Creek State Park,,TRIANGLE,PA,2000-04-29 23:00:00
16347,Eagle Point,,CIRCLE,OR,2000-04-29 23:10:00
16348,Butte Falls,,LIGHT,OR,2000-04-29 23:11:00
16349,South Lyon,,DISK,MI,2000-04-30 00:00:00
16350,Franklin,RED,DIAMOND,MA,2000-04-30 00:12:00
16351,Layton,,TRIANGLE,UT,2000-04-30 22:00:00
16352,Corvallis,,DISK,OR,2000-04-30 22:30:00
16353,Portland,,CIRCLE,OR,2000-04-30 22:30:00
16354,Port Washington,,FIREBALL,WI,2000-04-30 23:41:00
16355,New York City,,FLASH,NY,2000-05-01 01:00:00
16356,Marietta,,OVAL,GA,2000-05-01 04:00:00
16357,Moreno Valley,,VARIOUS,CA,2000-05-01 09:23:00
16358,Geneva,,SPHERE,IL,2000-05-01 12:00:00
16359,Prairieville,,EGG,LA,2000-05-01 17:00:00
